id,lead_actor_1,lead_actor_2,lead_actor_3,lead_actor_4
70342,Mary J. Blige,Common,Q-Tip,Michael Rapaport
70345,Strother Martin,Dirk Benedict,Heather Menzies,Richard B. Shull
70349,Zdena Studenková,Vlastimil Harapes,Václav Voska,Jana Brejchová
70386,Craig Hall,Matthew Sunderland,Gina Varela,Karlos Drinkwater
70417,Roma Downey,Eric McCormack,Shawn Thompson,Janet Bailey
70435,Gina Carano,Ewan McGregor,Michael Fassbender,Bill Paxton
70436,John Cusack,Luke Evans,Alice Eve,Brendan Gleeson
70448,Natasha Lyonne,Thomas Dekker,Cassandra Peterson,Jack Donner
70449,Fernandel,Bourvil,Claire Maurier,Andrex
70476,Kristen Bell,Diane Ladd,Shedrack Anderson III,Anne Heche
70496,Laurent Terzieff,Bernard Fresson,Elisabeth Wiener,Dany Carrel
70501,Bette Midler,Kandis Mak,Carol Hatchett,Kyra DaCosta
70530,Louis Koo,Liu Yifei,Yu Shaoqun,樊少皇
70555,Debra Paget,Paul Hubschmid,Walther Reyer,Claus Holm
70575,Billy Drago,Kelen Coleman,Barbara Nedeljáková,Duane Whitaker
70577,Milla Jovovich,Julian McMahon,David Atrakchi,Michael Shanks
70578,Nicolas Cage,Nicole Kidman,Ben Mendelsohn,Liana Liberato
70581,Russell Crowe,Youki Kudoh,Kenji Isomura,Ray Barrett
70584,Steven Brand,Jolene Andersen,Nick Eversman,Stephan Smith Collins
70585,Colin Hanks,Jeffrey Tambor,Mimi Rogers,Ari Graynor
70586,50 Cent,Ryan Phillippe,Bruce Willis,James Remar
70587,Sierra McCormick,Harland Williams,Rance Howard,Elisa Donovan
70588,Claire Sloma,Amy Seimetz,Amanda Bauer,Mai Hlee Xiong
70590,Ajay Devgn,Kajal Agarwal,Prakash Raj,Ashok Saraf
70608,Tom Kane,Phil LaMarr,Anthony Daniels,Nika Futterman
70616,Alfred Acktun,Puppa Armbruster,Hans Bergmann,Ulrike Butz
70628,Wolf Ackva,Puppa Armbruster,Sandra Atia,Astrid Boner
70638,Helga Anders,Sandra Atia,Ulrich Beiger,Alexandra Bogojevic
70666,Wagner Moura,Gisele Fróes,Roger Gobeth,Arieta Corrêa
70667,Pål Sverre Hagen,Anders Baasmo Christiansen,Tobias Santelmann,Gustaf Skarsgård
70670,Aksel Hennie,Nikolaj Coster-Waldau,Synnøve Macody Lund,Julie R. Ølgaard
70695,Juno Temple,Jeremy Dozier,Milla Jovovich,Mary Steenburgen
70703,William Shatner,Patrick Stewart,Avery Brooks,Kate Mulgrew
70706,Dakota Fanning,Elizabeth Olsen,Boyd Holbrook,Demi Moore
70712,Martha Higareda,Kuno Becker,Eugenio Derbez,Joaquín Cosío
70740,Gil Bellows,Tracy Spiridakos,Camille Sullivan,Donnelly Rhodes
70761,Sandra Hüller,Dragan Bakema,Sabine Timoteo,Ryan Brodie
70772,Erin Chambers,Ty Hodges,Robin Riker,Steve Valentine
70780,Ridley Scott,Sigourney Weaver,Harry Dean Stanton,John Hurt
70793,Benoît Poelvoorde,Albert Dupontel,Brigitte Fontaine,Yolande Moreau
70811,Kevin Sorbo,Anthony Quinn,Tawny Kitaen,Michael Hurst
70815,Selton Mello,Camila Pitanga,Deborah Secco,Tonico Pereira
70821,Emily Osment,Kay Panabaker,Meaghan Rath,Kelly Rowan
70833,Michael Flatley,Мэйред Несбитт,Кора Смит,Энн Бакли
70841,Megumi Oohara,Tomokazu Seki,Ryunosuke Kamiki,Subaru Kimura
70844,James Cameron,David Giler,Gale Anne Hurd,Sigourney Weaver
70845,Jesse Temple,Brad Katinas,Diane Schuler,Jay Schuler
70862,Robert Forster,Allison Anders,John Landis,Kim Morgan
70863,Kevin Sorbo,Danny Trejo,Ross Patterson,Jason Mewes
70868,Sarah Jessica Parker,Pierce Brosnan,Sarah Shahi,Busy Philipps
70876,Robert Duvall,Lucas Black,Melissa Leo,Deborah Ann Woll
70881,Greta Garbo,Fredric March,Freddie Bartholomew,Maureen O'Sullivan
70925,Emily Watson,Aisling Loftus,Hugo Weaving,Lorraine Ashbourne
70954,Willem Dafoe,Frances O'Connor,Sam Neill,Jacek Koman
70966,Fyodor Dunayevsky,Anastasiya Nemolyaeva,Oleg Basilashvili,Inna Churikova
70981,Noomi Rapace,Michael Fassbender,Charlize Theron,Logan Marshall-Green
71041,Debra Paget,Paul Hubschmid,Walther Reyer,Claus Holm
71070,Gabrielle Anwar,Colin Egglesfield,Andrew W. Walker,Pancho Demmings
71138,Meiko Kaji,Rie Yokoyama,Isao Natsuyagi,Fumio Watanabe
71142,Michael Keaton,Rene Russo,Anthony LaPaglia,Benjamin Bratt
71147,Luke Perry,Olivia d'Abo,Polly Shannon,Dan Cortese
71157,Frédéric Pierrot,JoeyStarr,Nicolas Duvauchelle,Karin Viard
71172,Rie Kugimiya,Tomokazu Sugita,Daisuke Sakaguchi,Shinji Takamatsu
71186,Mikhail Ulyanov,Anna Sinyakina,Aleksandr Porokhovshchikov,Vladislav Galkin
71204,Burt Reynolds,Saffron Burrows,Peter Facinelli,Eric Mabius
71206,Yul Brynner,Dean Reed,Ignazio Spalla,Gérard Herter
71208,Dennis Bateman,Brent Corrigan,Richard Harmon,Charlie David
71235,Lisa Russo,Mark Thompson-Ashworth,Gisella Mathews,Silva Belton
71254,Kellan Lutz,Katia Winter,Johnny Messner,Samuel L. Jackson
71273,Raymond I. Rohonyi,Nell Sigland,Frank Claussen,Vegard K. Thorsen
71285,Richard Burgi,Juliet Aubrey,MyAnna Buring,Peter Vollebregt
71319,Lior Ashkenazi,Moni Moshonov,Dover Koshashvili,Rami Heuberger
71325,Ruth Vega Fernandez,Liv Mjönes,Lena Endre,Krister Henriksson
71326,Cheryl Texiera,Matthew Albrecht,Alaina Gianci,Veronica Wylie
71392,Jason Lockhart,Dylan Vox,Jess Allen,Tanner Acord
71428,x,x,x,x
71443,Kym Whitley,Bai Ling,Tamala Jones,Tony Cox
71469,Emile Hirsch,Rachael Taylor,Olivia Thirlby,Joel Kinnaman
71511,William B. Davis,John Rhys-Davies,Brigitte Kingsley,Mercedes McNab
71524,Jean-Paul Belmondo,Marie-France Pisier,Rachid Ferrache,Frank Hoffmann
71550,Andrew McCarthy,Kevin Tighe,Amanda Redman,Jessica Oyelowo
71552,Jason Biggs,Alyson Hannigan,Seann William Scott,Chris Klein
71556,Corin Nemec,James Pomichter,Marian Filali,Ben Cross
71618,Dan Cortese,Virginia Madsen,Brooke Shields,Maria Pitillo
71622,Rafael Amaya,Jose Masegosa,Chus Pereiro,Cristian Valencia
71628,Kacey Clarke,Stephen Rea,Eliza Bennett,Oliver James
71652,Pedro Infante,Luis Aguilar,Aurora Segura,Alma Delia Fuentes
71654,Johnny Cash,Kirk Douglas,Jane Alexander,Karen Black
71668,Danielle Panabaker,Matt Bush,Katrina Bowden,Jean-Luc Bilodeau
71670,Kip Pardue,Brian Hallisay,John Hensley,Sarah Habel
71672,Jennifer Pudavick,Terra Vnesa,Tenika Davis,Kaitlyn Leeb
71676,Nicolas Cage,Ciarán Hinds,Violante Placido,Johnny Whitworth
71677,Jean-Claude Van Damme,Scott Adkins,Ivan Kaye,Kevin Chapman
71679,Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Aryana Engineer
71682,Bruce Dern,Brian Krause,Clifton Powell,Chauntal Lewis
71688,Meryl Streep,Anthony Stewart Head,Harry Lloyd,Jim Broadbent
71689,Vincent Martella,Thomas Brodie-Sangster,Dan Povenmire,Ashley Tisdale
71700,Dustin Milligan,Amanda Crew,Richard de Klerk,Alexia Fast
71701,Macdonald Carey,Shirley Anne Field,Viveca Lindfors,Alexander Knox
71704,Rodney Rowland,Kristanna Loken,Alexander Enberg,Ted Shackelford
71714,x,x,x,x
71744,Chris Salvatore,Daniel Skelton,Aaron Milo,Ronnie Kroell
71749,x,x,x,x
71763,Jenya Lano,Coolio,Alex McArthur,Daniel Baldwin
71783,Cameron Daddo,Kristin Erickson,James Russo,Jeffrey Combs
71796,Jorge Sanz,Verónica Forqué,Rosa María Sardà,Fernando Guillén
71825,Robert Wuhl,Martin Landau,Jace Alexander,Robert De Niro
71853,James Bond III,Kadeem Hardison,Cynthia Bond ,Bill Nunn
71859,Tilda Swinton,John C. Reilly,Ezra Miller,Jasper Newell
71864,Jennifer Garner,Joel Edgerton,Ron Livingston,Rosemarie DeWitt
71866,Rooney Mara,Georgia King,Brie Larson,Amy Ferguson
71880,Adam Sandler,Katie Holmes,Al Pacino,Eugenio Derbez
71883,Takuya Kimura,Yu Aoi,Tadanobu Asano,Takeshi Aono
71885,Alana Austin,Riley Smith,Mary-Margaret Humes,Trever O'Brien
71887,Hallee Hirsh,Spencer Breslin,Hallie Todd,Brenda Song
71905,x,x,x,x
71917,Alejandro Tocar,Ana Julia Catalá,Gustavo Melnik,David Blankleider
71943,Jonathan Frid,Grayson Hall,Kathryn Leigh Scott,Nancy Barrett
71977,J. Michael Weiss,Tim Johnson,Jason Cook,Bradley J. Roddy
72013,Atsushi Tamura,KENN,Shunsuke Kazama,Yuya Miyashita
72032,Lee Van Cleef,Reiner Schöne,Giampiero Albertini,Ignazio Spalla
72066,Park Yong-woo,Ryu Seung-ryong,Sung Ji-ru,Kim Yeo-jin
72105,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale
72113,Kate Winslet,Jodie Foster,Christoph Waltz,John C. Reilly
72116,Candace Cameron Bure,Fred Savage,Gregory Alan Williams,Heather McComb
72160,Clint Walker,Edd Byrnes,John Russell,Ray Danton
72174,Jewel Staite,A.J. Buckley,Gordon Tootoosis,Matthew Kevin Anderson
72190,Brad Pitt,Mireille Enos,Daniella Kertesz,James Badge Dale
72197,Hugh Grant,Martin Freeman,Imelda Staunton,David Tennant
72203,x,x,x,x
72207,Jason Segel,Emily Blunt,Rhys Ifans,Chris Pratt
72213,Ken Bevel,Alex Kendrick,Kevin Downes,Renee Jewell
72214,Vladimir Gribkov,Mariya Babanova,Yanina Zhejmo,Sergei Martinson
72215,x,x,x,x
72241,Gary Cooper,Paulette Goddard,Howard Da Silva,Boris Karloff
72246,Andrea Lopez,Carolina Sepulveda,Juan Pablo Shuk,Martha Isabel Bolaños
72259,Gérard Rinaldi,Gérard Filipelli,Jean Sarrus,Jean-Guy Fechner
72277,Richard Chamberlain,Olivia Hamnett,David Gulpilil,Frederick Parslow
72309,Klaus Kinski,Romina Power,Maria Rohm,Rosemary Dexter
72331,Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead
72334,x,x,x,x
72358,Eddie Murphy,Kerry Washington,Cliff Curtis,Clark Duke
72359,Craig Robinson,Kerry Washington,David Alan Grier,S. Epatha Merkerson
72387,Jason Statham,Chris Sarandon,James Hong,Catherine Chan
72391,Travis Turner,Julia Rhodes,Geoff Gustafson,Christopher Goodman
72431,Bryan Cranston,David Oyelowo,Cuba Gooding Jr.,Daniela Ruah
72432,Chris Evans,Michael Biehn,Vinessa Shaw,Kate Burton
72443,Satoshi Tsumabuki,Chizuru Ikewaki,Juri Ueno,Noriko Eguchi
72477,Sam Worthington,Jeffrey Dean Morgan,Jessica Chastain,Chloë Grace Moretz
72478,Jakub Gierszał,Roma Gąsiorowska,Agata Kulesza,Bartosz Gelner
72508,Shannon Presby,Lori Loughlin,James Spader,John Philbin
72525,Amber Heard,Shiloh Fernandez,Kellan Lutz,Brittany Snow
72545,Dwayne Johnson,Josh Hutcherson,Michael Caine,Vanessa Hudgens
72557,Frank Welker,Henry Corden,B. J. Ward,Jean Vander Pyl
72559,Dwayne Johnson,Bruce Willis,Jonathan Pryce,Adrianne Palicki
72560,Milhem Cortaz,Eriberto Leão,Hermila Guedes,Lima Duarte
72565,Nobuyo Oyama,Noriko Ohara,Michiko Nomura,Kaneta Kimotsuki
72570,Rachel McAdams,Channing Tatum,Sam Neill,Scott Speedman
72571,Katie Featherston,Sprague Grayden,Lauren Bittner,Christopher Nicholas Smith
72639,Michael Caine,Anthony Quinn,James Mason,Maurice Ronet
72640,Marie Arbuckle,Jean MacMurray,Louise Myers,Clarence Nash
72653,Chris Bruno,Marina Sirtis,Michael J. Minor,Chuck Hittinger
72655,Jean-Paul Belmondo,Jean-Pierre Malo,Michel Beaune,Pierre Vernier
72660,x,x,x,x
72664,Jean-Paul Belmondo,Michel Constantin,Jacques Villeret,Michel Creton
72680,George Takei,Bruce Lee,Steve McQueen,Kareem Abdul-Jabbar
72693,Vincent Price,Charles Bronson,Mary Webster,Henry Hull
72710,Saoirse Ronan,Diane Kruger,Max Irons,Jake Abel
72711,Tio Hardiman,Ameena Matthews,Cobe Williams,Gary Slutkin
72720,Adrian Holmes,Kevan Ohtsji,David Kaye,Will Sanderson
72721,Gaspar Galaz,Lautaro Núñez,Luís Henríquez,Miguel
72740,Dave Matthews,Boyd Tinsley,Carter Beauford,Stefan Lessard
72744,Eddie Vedder,Stone Gossard,Jeff Ament,Mike McCready
72767,Hugh Lambe,Bryan Larkin,Bob Cymbalski,Robert Nolan
72768,Alba Parietti,Miki Manojlović,Lorenzo Majnoni,Giulio Base
72784,Karl Urban,James Marsden,Wentworth Miller,Eric Stonestreet
72790,Duane Martin,Vivica A. Fox,Meagan Good,Michael Taliferro
72842,Jessica Brown Findlay,Harry Treadaway,Josef Altin,Felicity Jones
72854,Ariadna Gil,Marta Belaustegui,Carlos López,Luis Fernando Alvés
72886,Jeff Bennett,Jim Cummings,Ron Feinberg,Jennifer Hale
72890,Kristen Wiig,Annette Bening,Matt Dillon,Darren Criss
72898,Jean-Pierre Cassel,Claude Rich,Jean-Claude Brialy,Claude Brasseur
72912,Stephen Dorff,Maria Bello,Joanna Cassidy,Catherine Dent
72913,Chris Cooper,DJ Qualls,Garret Dillahunt,Yul Vazquez
72914,Joe Cross,Phil Riverstone,Amy Badberg,Merv Cross
72933,Takako Matsu,Seiichi Tanabe,Kazuhiko Kato,Rumi
72951,Chevy Chase,Burt Reynolds,David Leo Schultz,Jennifer Sciole
72962,x,x,x,x
72972,Laraine Newman,Grey DeLisle,Rob Paulsen,Stephen Root
72976,Daniel Day-Lewis,Sally Field,David Strathairn,Joseph Gordon-Levitt
72984,Hugh Pollard,Nicola Stapleton,David Warner,Emily Richard
72993,Alicia Vikander,Bill Skarsgård,Björn Gustafsson,Michalis Koutsogiannakis
73085,Aaron Paul,Justin Allen,Mike Erwin,Jake Frigerio
73108,Cassandra Scerbo,Lindsey Shaw,Chris Zylka,Rhoda Griffis
73134,Anja Schüte,Valérie Dumas,Thierry Tevini,Évelyne Dandry
73194,Claudette Colbert,Henry Fonda,Edna May Oliver,Eddie Collins
73196,Yvette Yzon,Dyane Craystan,Amelie Pontailler,Jim Gaines
73211,Stellan Skarsgård,Benjamin Helstad,Kristoffer Joner,Trond Nilssen
73245,Masakazu Morita,Fumiko Orikasa,Noriaki Sugiyama,Hiroki Yasumoto
73252,Chad Allen,Sebastian Spence,Nelson Wong,Brittney Wilson
73262,Hannah Herzsprung,Lars Eidinger,Stipe Erceg,Lisa Vicari
73353,Flex Alexander,Amy Sloan,Krista Rae,Eugene A. Clark
73358,Ralph Fiennes,Rachel Weisz,Bill Nighy,Michael Gambon
73362,Bruce Boxleitner,Jeff Bridges,Paul Dzenkiw,Garrett Hedlund
73454,Viva Bianca,Hanna Mangan Lawrence,Peter Docker,Stephen Phillips
73456,Diana Kaarina,Morwenna Banks,Nicole Oliver,Brittney Wilson
73475,Muriel Montossé,Ada Tauler,Karine Gambier,Jack Taylor
73499,Richard Gere,Topher Grace,Martin Sheen,Tamer Hassan
73500,Dave Annable,Katharine McPhee,Rob Schneider,Mena Suvari
73501,Jeff Daniels,Henry Winkler,Lisa Guerrero,Chris Massoglia
73527,Trevor Morgan,Emmy Rossum,Charles Fleischer,Yannick Bisson
73529,Megumi Hayashibara,Norito Yashima,Hiroki Touchi,Kazuya Nakai
73530,Megumi Hayashibara,Norito Yashima,Tsutomu Isobe,Hiroki Touchi
73532,André Wilms,Kati Outinen,Jean-Pierre Darroussin,Blondin Miguel
73548,Dustin Hunter Evans,Janine Turner,Patrick Muldoon,Lesley Ann Warren
73562,Valérie Donzelli,Jérémie Elkaïm,Gabriel Elkaïm,Brigitte Sy
73563,Sammi Hanratty,Brooke Shields,Aidan Quinn,Kris Kristofferson
73567,Matthew McConaughey,Emile Hirsch,Thomas Haden Church,Gina Gershon
73579,Charlotte de Turckheim,Line Renaud,Marilou Berry,Antoine Duléry
73582,Salman Khan,Kareena Kapoor Khan,Mahesh Manjrekar,Raj Babbar
73588,Stephen Moyer,Rachelle Lefevre,Luis Guzmán,Ed Quinn
73604,Jonathan Warden,Robert De Niro,Gerrit Graham,Peter Maloney
73620,Edwige Fenech,Barbara Bouchet,Renzo Montagnani,Lino Banfi
73624,Wagner Moura,Alinne Moraes,Maria Luísa Mendonça,Gabriel Braga Nunes
73649,Arnoldo Foà,Bebo Storti,Marco Santin,Giorgio Gherarducci
73661,Randall Batinkoff,Trevor Morgan,Brooke Peoples,Hallock Beals
73686,Robert Więckiewicz,Benno Fürmann,Agnieszka Grochowska,Maria Schrader
73708,Katsunosuke Hori,Akira Murayama,Sumi Shimamoto,Gara Takashima
73723,Zac Efron,Danny DeVito,Taylor Swift,Ed Helms
73770,Matthias Schweighöfer,Sibel Kekilli,Elyas M'Barek,Thomas Kretschmann
73807,Isaiah Washington,Ice-T,Guy Torry,A.J. Johnson
73818,Ray Liotta,Kevin Zegers,Victor Garber,Laura Vandervoort
73827,Alberto Sordi,Elga Andersen,Andrea Aureli,Nazzareno Natale
73846,Dermot Mulroney,Hope Davis,Britt Robertson,Max Thieriot
73861,Srđan Todorović,Sergej Trifunović,Jelena Gavrilović,Slobodan Beštić
73873,Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,Pauline Collins
73881,Marc Beffa,Géraldine Martineau,Zazon Castro,Laura Luna
73901,Rob Paulsen,Jess Harnell,Tress MacNeille,Maurice LaMarche
73920,Rolan Bykov,Iosif Ryklin,Aleksandr Sabinin,Nora Gryakalova
73935,Alicia Silverstone,Krysten Ritter,Sigourney Weaver,Richard Lewis
73936,Cillian Murphy,Jamie Bell,Thandiwe Newton,Jimmy Yuill
73937,Jack Black,Steve Martin,Owen Wilson,John Cleese
73939,Adepero Oduye,Pernell Walker,Aasha Davis,Kim Wayans
73943,Nick Stahl,Mia Kirshner,Devon Sawa,Charlotte Sullivan
73961,David Gallagher,Eugene Levy,Keene Curtis,Jake Richardson
73963,Serinda Swan,Daniel Bernhardt,Amanda Fuller,David Jensen
74004,Raoul Bova,Barbara Snellenburg,David Warner,Susannah York
74016,Noah Segan,Andrea Renda,Elina Madison,Ezra Buzzington
74018,Lucy Hale,Freddie Stroma,Missi Pyle,Megan Park
74026,Lake Bell,Jason Clarke,Clifton Collins Jr.,Ken Howard
74037,Liang Zhenghui,Qiu Yuefeng,Fu Runsheng,Bi Ke
74053,Cleo Pires,Malvino Salvador,Dudu Azevedo,Rita Guedes
74078,Nora Salinas,Rodrigo Abed,Bryan Rangel,Joana Brito
74092,Lee Je-hoon,Seo Jun-yeong,Park Jeong-min,Cho Seong-ha
74119,Mélanie Laurent,Michel Blanc,Géraldine Nakache,Claude Perron
74135,Kazunari Ninomiya,Kenichi Matsuyama,Yuriko Yoshitaka,Ayumi Ito
74149,Ananda Everingham,Chermarn Boonyasak,Dom Hetrakul,Mario Maurer
74180,Daniel Trippett,Tricia Trippett,Chip Albers,Michael Toland
74225,Martin Hewitt,Ralph Seymour,Elaine Wilkes,Paul Bartel
74236,Page Fletcher,Maurice Dean Wint,Maria del Mar,Geraint Wyn Davies
74302,Kemal Sunal,Zeki Alasya,Metin Akpınar,Halit Akçatepe
74306,Joel Murray,Tara Lynne Barr,Mackenzie Brooke Smith,Melinda Page Hamilton
74308,Adrien Brody,Marcia Gay Harden,James Caan,Christina Hendricks
74328,Brea Grant,Ty Olsson,Dylan Neal,Malcolm Stewart
74336,Park In-hwan,Na Moon-hee,Choi Min-sik,Song Kang-ho
74341,Totò,Carla Calò,Gianna Maria Canale,Luigi Pavese
74349,Maurício do Valle,Odete Lara,Othon Bastos,Jofre Soares
74387,Seann William Scott,Marc-André Grondin,Alison Pill,Jay Baruchel
74394,David Bradley,Georgia Groome,Kierston Wareing,Terry Stone
74402,Pierre Fresnay,Suzy Delair,Jean Tissier,Pierre Larquey
74405,Sean Bean,Daragh O'Malley,Hugh Fraser,Michael Byrne
74406,Freddie Mercury,Brian May,John Deacon,Roger Taylor
74436,Gregory Peck,Ann Blyth,Anthony Quinn,John McIntire
74461,Peter Dinklage,Summer Glau,Steve Zahn,Ryan Kwanten
74465,Matt Damon,Scarlett Johansson,Thomas Haden Church,Patrick Fugit
74471,Rob Freeman,Prince David Oseia,David Dontoh,Ben Crowe
74494,James Caan,Geneviève Bujold,Jennifer Tilly,Maribel Verdú
74505,Gretchen Lodge,Johnny Lewis,Alexandra Holden,Ken Arnold
74510,x,x,x,x
74513,Diane Kruger,Djimon Hounsou,Benoît Magimel,Denis Ménochet
74518,Cristina Rosato,Roc LaFortune,Sean Devine,Nicole Leroux
74523,Joseph Cross,John Pyper-Ferguson,Brando Eaton,Nicole Badaan
74525,Claudette Colbert,Robert Cummings,Don Ameche,Rita Johnson
74534,Bill Nighy,Maggie Smith,Tom Wilkinson,Judi Dench
74536,Channing Tatum,Al Pacino,Juliette Binoche,Katie Holmes
74539,Emmanuelle Vaugier,Aaron Douglas,Paul Campbell,Crystal Lowe
74544,Dirk Bogarde,Stanley Baker,Jacqueline Sassard,Michael York
74549,Danielle Panabaker,Sherry Stringfield,Sarah Maine,Willie Stratford
74555,Gail Cadden,Laurel Casillo,Morgan Hooper,Ryan Maslyn
74619,Ryoichi Tanaka,Hiroya Ishimaru,Haruko Kitahama,Hidekatsu Shibata
74621,Akira Kamiya,Keaton Yamada,Hiroshi Ôtake,Kazuko Sawada
74629,Daryl Hannah,Daniel Baldwin,William Windom,Frances Fisher
74643,Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell
74646,Nicolas De Toth,Sarah Buxton,Rawley Valverde,Lance LeGault
74658,Letizia Ciampa,Perla Liberatori,Ilaria Latini,Gemma Donati
74722,x,x,x,x
74723,Denyse Tontz,Brittany Curran,Luke Benward,French Stewart
74725,Neil Maskell,MyAnna Buring,Harry Simpson,Michael Smiley
74726,Alexis Díaz de Villegas,Jorge Molina,Andros Perugorría,Andrea Duro
74747,Wil Wheaton,Claude Akins,Malcolm Danare,Cooper Huckabee
74767,Lino Ventura,Bourvil,Marie Dubois,Jean-Claude Rolland
74777,Katie Parker,Courtney Bell,Morgan Peter Brown,Dave Levine
74778,Jean Sylvère,Anne Caprile,Giuseppe Mannajuolo,Ricardo Palacios
74779,Zoe Naylor,Graham Sibley,Edward Foy,Jourdan Lee
74785,Fily Keita,Claire Guyot,Céline Mauge,Jean-Claude Donda
74842,Satomi Ishihara,Kentaro Ito,Yasuyuki Kase,Sôsuke Komori
74849,Harrison Ford,Mark Hamill,Anthony Daniels,Carrie Fisher
74879,Muhammet Uzuner,Yılmaz Erdoğan,Taner Birsel,Ahmet Mümtaz Taylan
74887,Loletta Lee,Shu Qi,Elvis Tsui,Ben Ng
74938,Darío Grandinetti,Sandra Ballesteros,Nacha Guevara,André Melançon
74944,Eric Elmosnino,Mathilde Seigner,Fred Testot,Alain Chabat
74945,Jean Texier,Clément Godefroy,Théophile Baquet,Louis Dussol
74961,x,x,x,x
74997,Laurence R. Harvey,Ashlynn Yennie,Dominic Borrelli,Georgia Goodrick
74998,Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau
75000,Abiodun Oyewole,Talib Kweli,Angela Davis,Harry Belafonte
75011,Marian Kociniak,Emil Karewicz,Wirgiliusz Gryń,Ludwik Benoit
75074,Brian Presley,Kurt Russell,Melanie Lynskey,Marc Blucas
75107,x,x,x,x
75170,Tom Burke,Benedict Cumberbatch,J.J. Feild,Hugh Bonneville
75174,Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts
75177,Rieko Takahashi,Romi Park,Takehito Koyasu,Tetsu Inada
75190,x,x,x,x
75198,Franck Dubosc,Valérie Lemercier,Gérard Darmon,Luisa Ranieri
75204,Marianne Farley,Quinn Lord,Francis X. McCarthy,Tuomas Holopainen
75229,Noomi Rapace,Vetle Qvenild Werring,Kristoffer Joner,Stig R. Amdam
75233,Anders Danielsen Lie,Hans Olav Brenner,Ingrid Olava,Tone Beate Mostraum
75258,Mae Whitman,Lucy Hale,Timothy Dalton,Jeff Bennett
75301,Kevin Clash,Whoopi Goldberg,Bill Barretta,Frank Oz
75311,Mark A. Altman,John Barger,Ahmed Best,David Brin
75338,Athena Chu,Francis Ng,Joe Ma,Yeung Fan
75345,Thomas Jane,Jeremy Piven,Rob Lowe,Christian McKay
75491,François Morel,Hafsia Herzi,Maurice Bénichou,Jean-Pierre Kalfon
75507,Nia Ann,Jason Beeston,Carys Eleri,Cecily Fay
75525,Jean-Paul Belmondo,Catherine Spaak,Georges Géret,Jean-Pierre Marielle
75531,Bette Midler,Nathan Lane,Stockard Channing,David Hyde Pierce
75571,Toshiko Fujita,Chika Sakamoto,Yūto Kazama,Mayumi Yamaguchi
75595,Juno Temple,Kay Panabaker,Kyle Gallner,Neal McDonough
75612,Tom Cruise,Morgan Freeman,Olga Kurylenko,Andrea Riseborough
75622,Woody Harrelson,Steve Buscemi,Ice Cube,Ben Foster
75623,Landon Liboiron,Lindsey Shaw,Ivana Miličević,Jesse Rath
75624,Junko Takeuchi,Mie Sonozaki,Masaki Terasoma,Chie Nakamura
75629,Megumi Ogata,Akira Ishida,Yuko Miyamura,Megumi Hayashibara
75638,Sigourney Weaver,Robert De Niro,Cillian Murphy,Elizabeth Olsen
75641,Faye Dunaway,Oskar Werner,Lee Grant,Sam Wanamaker
75656,Woody Harrelson,Morgan Freeman,Jesse Eisenberg,Isla Fisher
75674,Roselyn Sánchez,Emilio Rivera,Gonzalo Menendez,Marissa Labog
75720,x,x,x,x
75725,Maru Valdivielso,Christian Casas,Roger Babià,Pau Poch
75735,Ving Rhames,Taryn Manning,Johnny Pacar,Lesley-Ann Brandt
75736,Bruce Willis,Malin Åkerman,Nikki Reed,Deborah Ann Woll
75761,Chase Williamson,Rob Mayes,Doug Jones,Paul Giamatti
75780,Tom Cruise,Rosamund Pike,Richard Jenkins,David Oyelowo
75785,Jim Lindberg,Tony Adolescent,Art Alexakis,Rob Chaos
75802,Maggie Gyllenhaal,Hugh Dancy,Jonathan Pryce,Felicity Jones
75821,Ha Ji-won,Oh Ji-Ho,Ahn Sung-ki,Park Chul-min
75822,Kevin Sorbo,Anthony Quinn,Tawny Kitaen,Mark Ferguson
75826,Kevin Sorbo,Anthony Quinn,Renee O'Connor,Robert Trebor
75834,Kevin Sorbo,Anthony Quinn,Tawny Kitaen,Marley Shelton
